hospital_id,treatment_id,estimated_cost
20,108,29539
20,109,28626
20,110,8171
20,111,14353
20,112,1604
20,113,19250
20,114,1379
20,115,21941
20,116,5034
20,117,13301
20,118,30921
20,119,1528
20,120,3515
21,101,40128
21,102,64195
21,103,53430
21,104,80650
21,105,30355
21,106,72186
21,107,313233
21,108,69034
21,109,64743
21,110,21195
21,111,31887
21,112,6727
21,113,40688
21,114,3038
21,115,47475
21,116,7510
21,117,24795
21,118,71958
21,119,2640
21,120,10685
22,101,44740
22,102,72868
22,103,60922
22,104,93423
22,105,37690
22,106,86898
22,107,373736
22,108,79827
22,109,73464
22,110,23441
22,111,37373
22,112,7207
22,113,47212
22,114,4839
22,115,54019
22,116,8509
22,117,32277
22,118,88431
22,119,1522
22,120,12112
23,101,53607
23,102,86564
23,103,69904
23,104,108029
23,105,44243
23,106,98573
23,107,429742
23,108,92659
23,109,86190
23,110,28439
23,111,41091
23,112,7392
23,113,53105
23,114,6839
23,115,65239
23,116,12262
23,117,34286
23,118,101550
23,119,4330
23,120,13245
24,101,16945
24,102,28759
24,103,23627
24,104,35337
24,105,13305
24,106,31085
24,107,138265
24,108,31982
24,109,27013
24,110,10655
24,111,12509
24,112,3615
24,113,15881
24,114,805
24,115,20283
24,116,2368
24,117,12458
24,118,32939
24,119,645
24,120,2460
25,101,19587
25,102,34973
25,103,28303
25,104,40833
25,105,18724
25,106,41086
25,107,169370
25,108,36594
25,109,35290
25,110,11532
25,111,17172
25,112,989
25,113,21800
25,114,2318
25,115,27359
25,116,5603
25,117,15446
25,118,40899
25,119,3095
25,120,4219
26,101,15615
26,102,24261
26,103,20358
26,104,33385
26,105,14549
26,106,29750
26,107,124627
26,108,28521
26,109,26708
26,110,6892
26,111,13491
26,112,3762
26,113,17030
26,114,756
26,115,16912
26,116,2251
26,117,11425
26,118,30873
26,119,500
26,120,3638
27,101,40108
27,102,61469
27,103,52915
27,104,76918
27,105,30914
27,106,74184
27,107,308108
27,108,66903
27,109,60713
27,110,21783
27,111,28977
27,112,3901
27,113,39062
27,114,5552
27,115,47231
27,116,8578
27,117,26743
27,118,70807
27,119,1619
27,120,10459
28,101,40338
28,102,60764
28,103,50789
28,104,78311
28,105,30978
28,106,71039
28,107,309540
28,108,68582
28,109,60906
28,110,20824
28,111,29687
28,112,4656
28,113,39750
28,114,3035
28,115,44526
28,116,5832
28,117,25352
28,118,73181
28,119,3577
28,120,8994
29,101,20951
29,102,33571
29,103,29286
29,104,42000
29,105,16010
29,106,39057
29,107,174014
29,108,37946
29,109,36027
29,110,11653
29,111,18440
29,112,4268
29,113,21849
29,114,3620
29,115,24646
29,116,5240
29,117,13991
29,118,41388
29,119,2670
29,120,3622
30,101,44146
30,102,68307
30,103,58335
30,104,85315
30,105,31862
30,106,78418
30,107,337056
30,108,71518
30,109,69646
30,110,23949
30,111,31955
30,112,4855
30,113,42539
30,114,4696
30,115,52257
30,116,7411
30,117,26771
30,118,79696
30,119,1609
30,120,10214
31,101,57596
31,102,90769
31,103,77053
31,104,115825
31,105,46101
31,106,108634
31,107,458442
31,108,99569
31,109,93154
31,110,29412
31,111,46003
31,112,8877
31,113,57263
31,114,4143
31,115,70556
31,116,10023
31,117,36888
31,118,107613
31,119,5122
31,120,14624
32,101,48642
32,102,81113
32,103,66585
32,104,101779
32,105,41095
32,106,91917
32,107,402469
32,108,88361
32,109,78473
32,110,26702
32,111,38431
32,112,6973
32,113,51433
32,114,3738
32,115,58746
32,116,10977
32,117,31526
32,118,94228
32,119,3229
32,120,10039
33,101,18829
33,102,27172
33,103,25288
33,104,36769
33,105,15917
33,106,33438
33,107,143279
33,108,29188
33,109,28140
33,110,8180
33,111,13224
33,112,2788
33,113,16709
33,114,506
33,115,19523
33,116,3223
33,117,10688
33,118,33458
33,119,500
33,120,2399
34,101,57226
34,102,90728
34,103,75152
34,104,113659
34,105,47070
34,106,106113
34,107,454193
34,108,98565
34,109,92557
34,110,30501
34,111,43994
34,112,5884
34,113,57871
34,114,5487
34,115,66498
34,116,10168
34,117,36386
34,118,106857
34,119,4889
34,120,14778
35,101,19666
35,102,29023
35,103,25092
35,104,39572
35,105,15495
35,106,34116
35,107,155392
35,108,35297
35,109,30075
35,110,11506
35,111,16717
35,112,4136
35,113,17787
35,114,1898
35,115,22365
35,116,3449
35,117,12652
35,118,34040
35,119,500
35,120,3589
36,101,20106
36,102,33511
36,103,30971
36,104,42020
36,105,17952
36,106,41769
36,107,173536
36,108,37807
36,109,34963
36,110,10015
36,111,16971
36,112,929
36,113,21813
36,114,2360
36,115,25556
36,116,2851
36,117,15871
36,118,42655
36,119,1347
36,120,3339
37,101,48940
37,102,78731
37,103,64824
37,104,97873
37,105,39855
37,106,92888
37,107,399169
37,108,88198
37,109,80323
37,110,27221
37,111,41484
37,112,5998
37,113,51389
37,114,5657
37,115,60156
37,116,11784
37,117,31412
37,118,93869
37,119,4626
37,120,10764
38,101,21053
38,102,30429
38,103,25317
38,104,37842
38,105,16098
38,106,35492
38,107,153934
38,108,34889
38,109,32822
38,110,10923
38,111,16079
38,112,3880
38,113,19804
38,114,2073
38,115,23159
38,116,3412
38,117,13384
38,118,35179
38,119,1965
38,120,3155
39,101,58900
39,102,89928
39,103,75050
39,104,114818
39,105,46105
39,106,105939
39,107,456864
39,108,100285
39,109,90187
39,110,32049
39,111,44691
39,112,6256
39,113,58378
39,114,6202
39,115,67844
39,116,10954
39,117,38710
39,118,105836
39,119,2294
39,120,12356
40,101,19026
40,102,29502
40,103,23890
40,104,35072
40,105,13564
40,106,32261
40,107,145867
40,108,29653
40,109,29961
40,110,9644
40,111,15678
40,112,4329
40,113,18922
40,114,2771
40,115,23388
40,116,4573
40,117,10332
40,118,34801
40,119,500
40,120,3733
41,101,37899
41,102,62800
41,103,49996
41,104,76781
41,105,32008
41,106,72051
41,107,311399
41,108,66401
41,109,63063
41,110,21424
41,111,32080
41,112,6580
41,113,39785
41,114,2702
41,115,44853
41,116,6950
41,117,24377
41,118,72843
41,119,750
41,120,10634
42,101,37979
42,102,61961
42,103,52374
42,104,76997
42,105,30276
42,106,71473
42,107,303415
42,108,64849
42,109,60471
42,110,21134
42,111,29379
42,112,6741
42,113,38405
42,114,5331
42,115,44686
42,116,6902
42,117,26179
42,118,69351
42,119,2513
42,120,8454
43,101,47875
43,102,78851
43,103,63414
43,104,95167
43,105,37118
43,106,88497
43,107,387101
43,108,82657
43,109,77767
43,110,24718
43,111,40246
43,112,5988
43,113,49207
43,114,5260
43,115,59545
43,116,11404
43,117,30768
43,118,89881
43,119,3762
43,120,11136
44,101,20222
44,102,29305
44,103,26441
44,104,39853
44,105,13893
44,106,34944
44,107,155460
44,108,33279
44,109,29294
44,110,11447
44,111,17083
44,112,3418
44,113,20825
44,114,3081
44,115,24164
44,116,1880
44,117,13514
44,118,37800
44,119,500
44,120,6082
45,101,18482
45,102,27517
45,103,24322
45,104,33611
45,105,14077
45,106,30578
45,107,137777
45,108,28767
45,109,26066
45,110,9652
45,111,12387
45,112,1900
45,113,18451
45,114,1948
45,115,21087
45,116,1875
45,117,11488
45,118,31230
45,119,500
45,120,2553
46,101,44361
46,102,71854
46,103,59939
46,104,90966
46,105,36329
46,106,83785
46,107,365764
46,108,80990
46,109,73011
46,110,25716
46,111,36076
46,112,5689
46,113,47545
46,114,2823
46,115,53979
46,116,10286
46,117,31786
46,118,85885
46,119,4295
46,120,9577
47,101,17432
47,102,24750
47,103,22664
47,104,33463
47,105,14706
47,106,29959
47,107,133354
47,108,28797
47,109,26078
47,110,8784
47,111,11380
47,112,3677
47,113,16935
47,114,1355
47,115,21154
47,116,3685
47,117,9253
47,118,30384
47,119,1867
47,120,5032
48,101,41137
48,102,66548
48,103,54717
48,104,84612
48,105,32616
48,106,77136
48,107,334153
48,108,70425
48,109,66083
48,110,22179
48,111,32302
48,112,7095
48,113,40711
48,114,3452
48,115,48707
48,116,9801
48,117,29148
48,118,79840
48,119,1455
48,120,9373
49,101,47755
49,102,77533
49,103,65041
49,104,99762
49,105,39611
49,106,91095
49,107,390955
49,108,83728
49,109,79625
49,110,24166
49,111,37722
49,112,5250
49,113,49988
49,114,4142
49,115,57348
49,116,11692
49,117,33621
49,118,91901
49,119,2132
49,120,11934
50,101,38489
50,102,61287
50,103,52917
50,104,76424
50,105,31132
50,106,72412
50,107,308832
50,108,65021
50,109,60796
50,110,20721
50,111,32630
50,112,4946
50,113,37077
50,114,2126
50,115,46177
50,116,8808
50,117,27249
50,118,73524
50,119,2660
50,120,8018
51,101,18203
51,102,28064
51,103,20106
51,104,31555
51,105,12113
51,106,31278
51,107,131393
51,108,29603
51,109,28077
51,110,8401
51,111,12010
51,112,533
51,113,14787
51,114,2007
51,115,19976
51,116,3672
51,117,12423
51,118,29634
51,119,1940
51,120,4886
52,101,54088
52,102,87000
52,103,69807
52,104,107268
52,105,41543
52,106,102181
52,107,428067
52,108,93425
52,109,86354
52,110,29299
52,111,44144
52,112,8689
52,113,52149
52,114,6739
52,115,66094
52,116,11139
52,117,34814
52,118,99385
52,119,4873
52,120,13105
53,101,17284
53,102,27779
53,103,23051
53,104,35311
53,105,13873
53,106,35470
53,107,143536
53,108,31947
53,109,29385
53,110,7720
53,111,14079
53,112,500
53,113,20092
53,114,1227
53,115,21414
53,116,4166
53,117,13568
53,118,32510
53,119,1934
53,120,3705
54,101,41116
54,102,66057
54,103,56169
54,104,82718
54,105,33141
54,106,78650
54,107,330046
54,108,69738
54,109,65648
54,110,20151
54,111,34703
54,112,4721
54,113,39822
54,114,4623
54,115,48227
54,116,8658
54,117,28177
54,118,76822
54,119,1904
54,120,8300
55,101,56759
55,102,91971
55,103,74325
55,104,111967
55,105,46761
55,106,104376
55,107,450139
55,108,96599
55,109,91765
55,110,31272
55,111,45286
55,112,7709
55,113,58221
55,114,6756
55,115,66126
55,116,9677
55,117,36178
55,118,107064
55,119,3506
55,120,13047
56,101,23601
56,102,34387
56,103,28616
56,104,46150
56,105,18270
56,106,42610
56,107,177448
56,108,39461
56,109,35956
56,110,13686
56,111,18571
56,112,3528
56,113,21348
56,114,3872
56,115,25277
56,116,4512
56,117,14411
56,118,40693
56,119,1614
56,120,3687
57,101,50024
57,102,80007
57,103,68523
57,104,100843
57,105,39063
57,106,94493
57,107,403197
57,108,88015
57,109,82017
57,110,27003
57,111,41965
57,112,7048
57,113,49641
57,114,3984
57,115,60077
57,116,9185
57,117,32708
57,118,94173
57,119,2060
57,120,13615
58,101,48156
58,102,75246
58,103,64922
58,104,95769
58,105,39513
58,106,88346
58,107,386345
58,108,83564
58,109,78767
58,110,26638
58,111,36808
58,112,7606
58,113,49516
58,114,3355
58,115,55961
58,116,10571
58,117,31928
58,118,88843
58,119,1937
58,120,10837
59,101,15647
59,102,25914
59,103,21981
59,104,34718
59,105,15831
59,106,32379
59,107,140542
59,108,28936
59,109,27244
59,110,8565
59,111,14136
59,112,2293
59,113,16017
59,114,1196
59,115,19922
59,116,2342
59,117,11375
59,118,32906
59,119,2547
59,120,3304
60,101,18177
60,102,25726
60,103,20812
60,104,32223
60,105,12206
60,106,31797
60,107,133795
60,108,30095
60,109,28083
60,110,7859
60,111,12692
60,112,566
60,113,17169
60,114,876
60,115,22177
60,116,3241
60,117,10268
60,118,33241
60,119,2590
60,120,3559
61,101,38300
61,102,64060
61,103,54886
61,104,79739
61,105,34224
61,106,73850
61,107,322360
61,108,71566
61,109,63624
61,110,20911
61,111,33047
61,112,4786
61,113,39296
61,114,5295
61,115,50049
61,116,7075
61,117,25442
61,118,75763
61,119,3102
61,120,10370
62,101,44275
62,102,75379
62,103,61580
62,104,91150
62,105,38137
62,106,84490
62,107,370427
62,108,79846
62,109,73701
62,110,23326
62,111,37729
62,112,4733
62,113,45889
62,114,2814
62,115,53865
62,116,11126
62,117,29083
62,118,84059
62,119,3859
62,120,11085
63,101,45474
63,102,73877
63,103,59232
63,104,88413
63,105,36774
63,106,85230
63,107,359964
63,108,78730
63,109,73675
63,110,25502
63,111,34615
63,112,4227
63,113,44161
63,114,4979
63,115,55065
63,116,10190
63,117,28741
63,118,83690
63,119,3153
63,120,8575
64,101,17738
64,102,23555
64,103,20548
64,104,32859
64,105,13218
64,106,27733
64,107,125425
64,108,28746
64,109,24184
64,110,8663
64,111,12902
64,112,500
64,113,17812
64,114,500
64,115,19299
64,116,4368
64,117,8566
64,118,28543
64,119,3010
64,120,2284
65,101,15593
65,102,26836
65,103,23430
65,104,35856
65,105,14639
65,106,33317
65,107,134292
65,108,28682
65,109,26944
65,110,10218
65,111,13891
65,112,2864
65,113,17018
65,114,577
65,115,20895
65,116,3619
65,117,9602
65,118,31270
65,119,2152
65,120,5908
66,101,17821
66,102,23922
66,103,20775
66,104,32423
66,105,14591
66,106,30273
66,107,129354
66,108,28083
66,109,24270
66,110,7126
66,111,14281
66,112,791
66,113,15760
66,114,1161
66,115,21181
66,116,4891
66,117,12583
66,118,31058
66,119,878
66,120,1881
67,101,47681
67,102,79141
67,103,67162
67,104,98904
67,105,41482
67,106,93779
67,107,395017
67,108,84702
67,109,77089
67,110,27450
67,111,39990
67,112,7428
67,113,47503
67,114,6101
67,115,57777
67,116,10639
67,117,32382
67,118,92256
67,119,4811
67,120,10909
68,101,49698
68,102,80608
68,103,65464
68,104,99505
68,105,39798
68,106,91992
68,107,399024
68,108,85564
68,109,80960
68,110,27770
68,111,39088
68,112,5807
68,113,49026
68,114,6278
68,115,61233
68,116,11068
68,117,31535
68,118,94785
68,119,3220
68,120,10893
69,101,59472
69,102,96027
69,103,80728
69,104,120628
69,105,46124
69,106,109581
69,107,474171
69,108,103125
69,109,93537
69,110,33085
69,111,47827
69,112,7329
69,113,57928
69,114,4535
69,115,71555
69,116,10854
69,117,41468
69,118,112399
69,119,3316
69,120,13944
70,101,43723
70,102,67859
70,103,58162
70,104,86030
70,105,33721
70,106,80741
70,107,348284
70,108,75973
70,109,67846
70,110,24734
70,111,34621
70,112,7615
70,113,42955
70,114,3654
70,115,52926
70,116,9886
70,117,28987
70,118,82214
70,119,2546
70,120,9188
71,101,23335
71,102,35150
71,103,29577
71,104,43391
71,105,18578
71,106,42648
71,107,174103
71,108,39550
71,109,36003
71,110,11410
71,111,17631
71,112,1973
71,113,23210
71,114,2714
71,115,26372
71,116,3810
71,117,16604
71,118,42200
71,119,1782
71,120,4618
72,101,19117
72,102,29205
72,103,23805
72,104,38235
72,105,14235
72,106,34157
72,107,150579
72,108,33424
72,109,31591
72,110,10588
72,111,13373
72,112,914
72,113,17299
72,114,842
72,115,21345
72,116,5541
72,117,13628
72,118,33700
72,119,3234
72,120,4705
73,101,40277
73,102,63444
73,103,50452
73,104,77298
73,105,30121
73,106,73250
73,107,312432
73,108,68150
73,109,64363
73,110,19926
73,111,29739
73,112,5519
73,113,38615
73,114,2270
73,115,45361
73,116,7928
73,117,24977
73,118,71881
73,119,1443
73,120,8883
74,101,51590
74,102,80371
74,103,68598
74,104,98434
74,105,41146
74,106,93973
74,107,402951
74,108,87099
74,109,78595
74,110,28490
74,111,38899
74,112,7440
74,113,52100
74,114,5751
74,115,61729
74,116,10733
74,117,35186
74,118,92901
74,119,1657
74,120,12137
75,101,42139
75,102,65364
75,103,54081
75,104,81199
75,105,31686
75,106,73354
75,107,321401
75,108,71856
75,109,62664
75,110,21678
75,111,32761
75,112,4732
75,113,39798
75,114,2529
75,115,49356
75,116,8973
75,117,25251
75,118,76203
75,119,2065
75,120,9628
76,101,49809
76,102,79100
76,103,66422
76,104,97764
76,105,37524
76,106,90790
76,107,387612
76,108,84924
76,109,78158
76,110,24736
76,111,38611
76,112,7592
76,113,49139
76,114,3371
76,115,58824
76,116,7909
76,117,33075
76,118,92422
76,119,4331
76,120,10755
77,101,18401
77,102,24694
77,103,23233
77,104,31132
77,105,14700
77,106,29312
77,107,130759
77,108,26797
77,109,25550
77,110,9545
77,111,14260
77,112,528
77,113,15411
77,114,2582
77,115,20824
77,116,4831
77,117,10614
77,118,29462
77,119,725
77,120,4674
78,101,19585
78,102,32872
78,103,25602
78,104,39064
78,105,17686
78,106,39105
78,107,160696
78,108,34082
78,109,31091
78,110,9091
78,111,14047
78,112,4510
78,113,18861
78,114,3701
78,115,25769
78,116,2911
78,117,12550
78,118,38021
78,119,2660
78,120,6441
79,101,20091
79,102,33635
79,103,29072
79,104,41844
79,105,15591
79,106,38831
79,107,171563
79,108,37630
79,109,32335
79,110,13224
79,111,18537
79,112,4139
79,113,21461
79,114,3309
79,115,26250
79,116,4744
79,117,14637
79,118,39199
79,119,500
79,120,5807
80,101,45506
80,102,73585
80,103,59083
80,104,89567
80,105,37918
80,106,84925
80,107,364794
80,108,77028
80,109,74100
80,110,23557
80,111,34761
80,112,4525
80,113,46823
80,114,2626
80,115,56548
80,116,9042
80,117,29725
80,118,86863
80,119,2493
80,120,8883
81,101,37277
81,102,62247
81,103,51194
81,104,78653
81,105,31090
81,106,72638
81,107,311970
81,108,68281
81,109,63664
81,110,22338
81,111,32808
81,112,5503
81,113,38537
81,114,3359
81,115,47993
81,116,9023
81,117,25700
81,118,73831
81,119,2637
81,120,7937
82,101,46461
82,102,74154
82,103,61733
82,104,91412
82,105,37489
82,106,84002
82,107,362052
82,108,78666
82,109,70581
82,110,24324
82,111,35001
82,112,7193
82,113,44406
82,114,5119
82,115,55436
82,116,7563
82,117,30551
82,118,86028
82,119,4503
82,120,9061
83,101,16958
83,102,25644
83,103,22186
83,104,34524
83,105,13320
83,106,30758
83,107,136515
83,108,28299
83,109,26864
83,110,8379
83,111,14426
83,112,2048
83,113,18903
83,114,2690
83,115,18750
83,116,4979
83,117,11049
83,118,33074
83,119,1887
83,120,4595
84,101,46423
84,102,73390
84,103,61489
84,104,94143
84,105,39161
84,106,88898
84,107,374124
84,108,82040
84,109,75140
84,110,25838
84,111,37450
84,112,4491
84,113,45810
84,114,2850
84,115,57953
84,116,10650
84,117,32529
84,118,87658
84,119,4448
84,120,12396
85,101,41321
85,102,64163
85,103,52989
85,104,80371
85,105,32458
85,106,72006
85,107,315712
85,108,69803
85,109,62427
85,110,20922
85,111,30601
85,112,4178
85,113,41177
85,114,4723
85,115,45359
85,116,6276
85,117,27723
85,118,72451
85,119,3790
85,120,7207
86,101,43373
86,102,70277
86,103,59616
86,104,86257
86,105,35360
86,106,81855
86,107,347892
86,108,75642
86,109,70695
86,110,22835
86,111,34345
86,112,6680
86,113,44747
86,114,3031
86,115,54193
86,116,8499
86,117,28143
86,118,83185
86,119,4846
86,120,11350
87,101,59396
87,102,93160
87,103,79076
87,104,118615
87,105,48569
87,106,110972
87,107,468440
87,108,102608
87,109,94995
87,110,29894
87,111,48011
87,112,7238
87,113,59582
87,114,6682
87,115,69765
87,116,12044
87,117,40255
87,118,108073
87,119,4791
87,120,15465
88,101,19823
88,102,35910
88,103,26989
88,104,41887
88,105,17336
88,106,38266
88,107,170515
88,108,34993
88,109,32718
88,110,10637
88,111,17672
88,112,3691
88,113,22117
88,114,2120
88,115,27291
88,116,2641
88,117,16145
88,118,40483
88,119,603
88,120,6884
89,101,19962
89,102,28683
89,103,26094
89,104,36163
89,105,13247
89,106,33517
89,107,146641
89,108,30323
89,109,30988
89,110,10693
89,111,14010
89,112,3815
89,113,19604
89,114,500
89,115,23243
89,116,3315
89,117,10632
89,118,32925
89,119,1757
89,120,5211
90,101,19457
90,102,27014
90,103,23700
90,104,33659
90,105,14123
90,106,33167
90,107,139561
90,108,29541
90,109,26782
90,110,7604
90,111,12763
90,112,1322
90,113,15648
90,114,3415
90,115,22593
90,116,2283
90,117,10065
90,118,32707
90,119,500
90,120,3530
91,101,41925
91,102,69112
91,103,56603
91,104,87714
91,105,33130
91,106,81495
91,107,345358
91,108,73316
91,109,69786
91,110,22340
91,111,33163
91,112,4223
91,113,42014
91,114,3754
91,115,50662
91,116,9455
91,117,29765
91,118,81249
91,119,4558
91,120,11245
92,101,19403
92,102,28565
92,103,23848
92,104,35749
92,105,15077
92,106,33177
92,107,144515
92,108,29788
92,109,30566
92,110,11243
92,111,12555
92,112,2242
92,113,18062
92,114,957
92,115,22428
92,116,5179
92,117,11477
92,118,32114
92,119,1111
92,120,4756
93,101,61192
93,102,95522
93,103,78696
93,104,117927
93,105,48961
93,106,109569
93,107,478642
93,108,101862
93,109,94409
93,110,30485
93,111,46408
93,112,9176
93,113,58269
93,114,5552
93,115,70172
93,116,11621
93,117,41593
93,118,110894
93,119,3678
93,120,15255
94,101,16525
94,102,27740
94,103,24423
94,104,33574
94,105,14844
94,106,32696
94,107,142501
94,108,32535
94,109,26972
94,110,10467
94,111,13698
94,112,1535
94,113,17720
94,114,2641
94,115,20280
94,116,5036
94,117,11298
94,118,32894
94,119,1484
94,120,4983
95,101,53885
95,102,86842
95,103,70345
95,104,105727
95,105,41714
95,106,97676
95,107,427813
95,108,92262
95,109,84774
95,110,29564
95,111,43024
95,112,7796
95,113,51636
95,114,4328
95,115,63996
95,116,9040
95,117,34683
95,118,101338
95,119,2401
95,120,10525
96,101,16943
96,102,25038
96,103,19716
96,104,31659
96,105,13654
96,106,29116
96,107,128034
96,108,29407
96,109,25631
96,110,9257
96,111,13457
96,112,2379
96,113,14317
96,114,2195
96,115,20255
96,116,1283
96,117,12551
96,118,30978
96,119,958
96,120,3453
97,101,23102
97,102,35803
97,103,30191
97,104,46255
97,105,16778
97,106,42550
97,107,179466
97,108,39510
97,109,35585
97,110,10218
97,111,18485
97,112,1297
97,113,22451
97,114,1499
97,115,28382
97,116,5002
97,117,13995
97,118,42446
97,119,1653
97,120,4378
98,101,19225
98,102,28769
98,103,23632
98,104,36348
98,105,14688
98,106,31327
98,107,139926
98,108,30102
98,109,27534
98,110,10575
98,111,12400
98,112,3965
98,113,15713
98,114,3342
98,115,21901
98,116,2530
98,117,10349
98,118,31060
98,119,2748
98,120,5251
99,101,17945
99,102,24810
99,103,23189
99,104,33661
99,105,12055
99,106,32348
99,107,131239
99,108,26505
99,109,24780
99,110,10397
99,111,14196
99,112,1528
99,113,15455
99,114,3171
99,115,18590
99,116,1433
99,117,10560
99,118,30358
99,119,2320
99,120,4130
100,101,20800
100,102,31238
100,103,27911
100,104,41170
100,105,17048
100,106,35494
100,107,158259
100,108,33901
100,109,32950
100,110,9096
100,111,14537
100,112,4340
100,113,18322
100,114,500
100,115,23615
100,116,5342
100,117,12270
100,118,36318
100,119,1152
100,120,3896
