Sno,Hospital Id,name,State Name,District Name,Hospital Contact,Specialities Selected,Hospital Type,Empanelment Type,Submitted Date,Status Updated Date,Application Status,OnBoarded For Convergence Scheme,Upgraded Specialities,Current Specialities,address,clean,is_nabh_accredited,latitude,longitude,google_rating,google_ratings_total,hospital_tier,hospital_id
13,HOSP99G90811,SUB DIVISIONAL RAILWAY HOSPITAL GONDA,UTTAR PRADESH,GONDA,9794842510,"M2,",GOI,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,M2,"SUB DIVISIONAL RAILWAY HOSPITAL GONDA, GONDA, UTTAR PRADESH",subdivisionalrailwaygonda,False,27.12437198484601,81.93461682705356,4.0,414,B,13
14,HOSP99G90845,Divisional railway hospital,UTTAR PRADESH,BAREILLY,9760541505,"M1,M7,S1,S3,S4,",GOI,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, S1, S3, S4","Divisional railway hospital, BAREILLY, UTTAR PRADESH",divisionalrailway,False,28.476624993857484,79.40493195723751,3.8,498,C,14
15,HOSP99G91119,Divisional Railway Hospital DDU,UTTAR PRADESH,CHANDAULI,8081212703,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,S1,S12,S3,S5,",GOI,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M2, S8, M7, S7, M3, S1, S12, S3, S5","Divisional Railway Hospital DDU, CHANDAULI, UTTAR PRADESH",divisionalrailwayddu,False,25.116913018370706,83.24935126650482,3.8,106,C,15
16,HOSP99G91222,Divisional Railway Hospital,UTTAR PRADESH,LUCKNOW,9794842505,"M1,M7,S3,S4,",GOI,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, S3, S4","Divisional Railway Hospital, LUCKNOW, UTTAR PRADESH",divisionalrailway,False,26.834868447315984,80.90654111817983,3.6,445,C,16
17,HOSP99G91234,LUCKNOW NORTHERN RAILWAY DIVISIONAL HOSPITAL,UTTAR PRADESH,LUCKNOW,9794833514,"M1,M1,M7,M2,S1,S2,S3,S4,S5,",GOI,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, S1, S2, S3, S4, S5","LUCKNOW NORTHERN RAILWAY DIVISIONAL HOSPITAL, LUCKNOW, UTTAR PRADESH",lucknownorthernrailwaydivisional,False,26.840611730378708,80.92309198191353,3.8,428,C,17
18,HOSP9G02311,UCHC INDIRA NAGAR LUCKNOW,UTTAR PRADESH,LUCKNOW,8545007978,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S4,"UCHC INDIRA NAGAR LUCKNOW, LUCKNOW, UTTAR PRADESH",uchcindiranagarlucknow,False,26.824949593377927,80.92509082788287,3.9,368,B,18
19,HOSP9G02314,UCHC ALIGANJ,UTTAR PRADESH,LUCKNOW,9453146331,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S4,"UCHC ALIGANJ, LUCKNOW, UTTAR PRADESH",uchcaliganj,False,26.882075503917118,80.93516513565791,3.6,309,C,19
20,HOSP9G02349,URBAN COMMUNITY HEALTH CENTER NAWAL KISHOR ROAD HAZRATGANJ LUCKNOW,UTTAR PRADESH,LUCKNOW,9451954718,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S4,"URBAN COMMUNITY HEALTH CENTER NAWAL KISHOR ROAD HAZRATGANJ LUCKNOW, LUCKNOW, UTTAR PRADESH",urbancommunityhealthnawalkishorroadhazratganjlucknow,False,26.820225780866576,80.9524010350502,3.8,78,C,20
21,HOSP9G02362,UCHC CHANDARNAGAR ALAMBAGH LUCKNOW ,UTTAR PRADESH,LUCKNOW,9532157367,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S4,"UCHC CHANDARNAGAR ALAMBAGH LUCKNOW , LUCKNOW, UTTAR PRADESH",uchcchandarnagaralambaghlucknow,False,26.841081476663202,80.95320310277049,4.2,227,B,21
22,HOSP9G02397,CHC FAREEDPUR,UTTAR PRADESH,BAREILLY,9368840012,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S4,"CHC FAREEDPUR, BAREILLY, UTTAR PRADESH",chcfareedpur,False,28.22583641270264,79.54256749949994,4.1,213,B,22
23,HOSP9G02442,CHC MALL,UTTAR PRADESH,LUCKNOW,9450712333,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7","CHC MALL, LUCKNOW, UTTAR PRADESH",chcmall,False,27.01591653339241,80.73579620864864,4.2,177,B,23
24,HOSP9G02518,BRD HOSPITAL MAHANAGAR LUCKNOW,UTTAR PRADESH,LUCKNOW,9450306166,"M1,M1,M7,M2,S1,S10,S11,S12,S16,S2,S3,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, S1, S10, S11, S12, S16, S2, S3, S4, S5","BRD HOSPITAL MAHANAGAR LUCKNOW, LUCKNOW, UTTAR PRADESH",brdmahanagarlucknow,False,26.8258918014648,80.9277777330574,3.6,152,C,24
25,HOSP9G02589,VEERANGANA AVANTI BAI MAHIL HOSPITAL LUCKNOW 226018,UTTAR PRADESH,LUCKNOW,8887531954,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S4,"VEERANGANA AVANTI BAI MAHIL HOSPITAL LUCKNOW 226018, LUCKNOW, UTTAR PRADESH",veeranganaavantibaimahillucknow226018,False,26.82402478010673,80.92390104566417,3.8,229,C,25
26,HOSP9G02685,DISTT MMG HOSPITAL GHAZIABAD,UTTAR PRADESH,GHAZIABAD,9958730038,"S12,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S12,"DISTT MMG HOSPITAL GHAZIABAD, GHAZIABAD, UTTAR PRADESH",disttmmgghaziabad,False,28.780488031901182,77.4684927737049,3.7,58,C,26
27,HOSP9G02694,community helth center,UTTAR PRADESH,LUCKNOW,9559322707,"M1,M7,M2,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, S4","community helth center, LUCKNOW, UTTAR PRADESH",communityhelth,False,26.831773391387536,80.94361258269328,4.2,324,B,27
28,HOSP9G02713,chc mohanlalganj,UTTAR PRADESH,LUCKNOW,9956533020,"M1,M7,M2,S1,S3,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, S1, S3, S4","chc mohanlalganj, LUCKNOW, UTTAR PRADESH",chcmohanlalganj,False,26.68854714470239,80.97793163936903,4.2,402,B,28
29,HOSP9G02727,rani laxmi bai combiend hospital rajajipuram lucknow,UTTAR PRADESH,LUCKNOW,9415951650,"M1,M1,M7,M2,S1,S16,S2,S3,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, S1, S16, S2, S3, S4, S5","rani laxmi bai combiend hospital rajajipuram lucknow, LUCKNOW, UTTAR PRADESH",ranilaxmibaicombiendrajajipuramlucknow,False,26.85784967231593,80.9461896104416,3.8,397,C,29
30,HOSP9G02746,URSALA HORSMAN MEMORIAL DISTRICT MALE HOSPITAL,UTTAR PRADESH,KANPUR NAGAR,8423155881,"M1,M1,M7,M2,M8,S1,S12,S3,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, M8, S1, S12, S3, S5","URSALA HORSMAN MEMORIAL DISTRICT MALE HOSPITAL, KANPUR NAGAR, UTTAR PRADESH",ursalahorsmanmemorialdistrictmale,False,26.458260394623284,80.24668003567415,4.0,464,B,30
31,HOSP9G02748,AHM DUFFERIN FEMALE HOSPITAL,UTTAR PRADESH,KANPUR NAGAR,9415042627,"M2,M3,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M2, M3, S4","AHM DUFFERIN FEMALE HOSPITAL, KANPUR NAGAR, UTTAR PRADESH",ahmdufferinfemale,False,26.45448554347253,80.28046435743113,4.1,214,B,31
32,HOSP9G02781,Dr Shyama Prasad Mukherjee Hospital,UTTAR PRADESH,LUCKNOW,9889156882,"M1,M1,M7,M2,M8,S1,S10,S11,S12,S2,S3,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, M8, S1, S10, S11, S12, S2, S3, S5","Dr Shyama Prasad Mukherjee Hospital, LUCKNOW, UTTAR PRADESH",drshyamaprasadmukherjee,False,26.848897864140486,80.96763500861606,4.1,184,B,32
33,HOSP9G02797,Community Health Centre Gosaiganj,UTTAR PRADESH,LUCKNOW,7905567518,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S4,"Community Health Centre Gosaiganj, LUCKNOW, UTTAR PRADESH",communityhealthgosaiganj,False,26.842647685019184,80.94424153516414,3.8,432,C,33
34,HOSP9G02804,CHC MURADNAGAR,UTTAR PRADESH,GHAZIABAD,6396772332,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S4,"CHC MURADNAGAR, GHAZIABAD, UTTAR PRADESH",chcmuradnagar,False,28.762805480214848,77.49662687440878,4.0,87,B,34
35,HOSP9G02805,URBAN COMMUNITY CENTRE ,UTTAR PRADESH,LUCKNOW,7007348587,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S4,"URBAN COMMUNITY CENTRE , LUCKNOW, UTTAR PRADESH",urbancommunity,False,26.841179034382893,80.94334549601312,3.5,449,C,35
36,HOSP9G02819,URBAN COMMUNITY CENTRE TURIYAGANJ,UTTAR PRADESH,LUCKNOW,9621519140,"M2,S16,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M2, S16, S4","URBAN COMMUNITY CENTRE TURIYAGANJ, LUCKNOW, UTTAR PRADESH",urbancommunityturiyaganj,False,26.830362882791245,80.93118130623648,3.5,107,C,36
37,HOSP9G02821,UCHC SILVER JUBLEE,UTTAR PRADESH,LUCKNOW,7054611610,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S4,"UCHC SILVER JUBLEE, LUCKNOW, UTTAR PRADESH",uchcsilverjublee,False,26.82928055194821,80.95033862679216,4.2,313,B,37
38,HOSP9G02822,URBAN COMMUNITY  HEALTH CENTRE AISHBAGH ,UTTAR PRADESH,LUCKNOW,9838505525,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S4,"URBAN COMMUNITY  HEALTH CENTRE AISHBAGH , LUCKNOW, UTTAR PRADESH",urbancommunityhealthaishbagh,False,26.849980220831075,80.92772578411989,3.8,400,C,38
39,HOSP9G02842,Dr Ram Manohar Lohiya Male Hospital Farrukhabad,UTTAR PRADESH,FARRUKHABAD,8005192779,"M1,M7,M2,S1,S16,S3,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, S1, S16, S3, S5","Dr Ram Manohar Lohiya Male Hospital Farrukhabad, FARRUKHABAD, UTTAR PRADESH",drrammanoharlohiyamalefarrukhabad,False,27.394727115756368,79.60245132205915,3.9,328,B,39
40,HOSP9G02848,Ram Manohar Lohia Combined Hospital,UTTAR PRADESH,LUCKNOW,6388165727,"M1,M1,M7,M2,M3,M8,S1,S16,S2,S4,S5,S7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, M3, M8, S1, S16, S2, S4, S5, S7","Ram Manohar Lohia Combined Hospital, LUCKNOW, UTTAR PRADESH",rammanoharlohiacombined,False,26.881000026199413,81.01973301538969,3.6,80,C,40
41,HOSP9G02945,CHC MOHAMMDABAD,UTTAR PRADESH,FARRUKHABAD,8377088707,"M1,M7,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, S1, S4","CHC MOHAMMDABAD, FARRUKHABAD, UTTAR PRADESH",chcmohammdabad,False,27.44443867120999,79.49392692465541,4.3,442,B,41
42,HOSP9G02959,DISTRICT COMBINED HOSPITAL,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,9205974948,"M1,M1,M7,M2,S1,S2,S3,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, S1, S2, S3, S4, S5","DISTRICT COMBINED HOSPITAL, GAUTAM BUDDHA NAGAR, UTTAR PRADESH",districtcombined,False,26.435502741898436,80.34779674866289,4.1,430,B,42
43,HOSP9G02974,TB Hospital Thakurganj Lucknow,UTTAR PRADESH,LUCKNOW,9935397520,"M1,M1,M7,M2,S1,S16,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, S1, S16, S4, S5","TB Hospital Thakurganj Lucknow, LUCKNOW, UTTAR PRADESH",tbthakurganjlucknow,False,26.84058359331942,80.93278665767069,4.2,103,B,43
44,HOSP9G03082,Dr Ram Manohar Lohiya Female Hospital Farrukhabad,UTTAR PRADESH,FARRUKHABAD,9621470607,"M2,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M2, S4","Dr Ram Manohar Lohiya Female Hospital Farrukhabad, FARRUKHABAD, UTTAR PRADESH",drrammanoharlohiyafemalefarrukhabad,False,27.453492837129282,79.5069962989021,3.8,477,C,44
45,HOSP9G03085,CIVIL HOSPITAL LINJIGANJ FARRUKHABAD,UTTAR PRADESH,FARRUKHABAD,9628034211,"M1,M1,M7,S1,S16,S3,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, S1, S16, S3, S4","CIVIL HOSPITAL LINJIGANJ FARRUKHABAD, FARRUKHABAD, UTTAR PRADESH",civillinjiganjfarrukhabad,False,27.443446546861367,79.49322200368213,3.8,375,C,45
46,HOSP9G03193,District Hospital,UTTAR PRADESH,SITAPUR,8004942031,"M1,M1,M7,M2,M8,S1,S16,S2,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, M8, S1, S16, S2, S5","District Hospital, SITAPUR, UTTAR PRADESH",district,False,27.56227849290169,80.67214541990273,4.2,479,B,46
47,HOSP9G03195,District Women Hospital,UTTAR PRADESH,SITAPUR,8004942012,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S4,"District Women Hospital, SITAPUR, UTTAR PRADESH",districtwomen,False,27.519400146825923,80.84875173142092,3.8,93,C,47
48,HOSP9G03280,COMBINED DISTRICT HOSPITAL SANT KABIR NAGAR,UTTAR PRADESH,Sant Kabir Nagar,9919004487,"M1,M7,M2,M3,S1,S16,S3,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, M3, S1, S16, S3, S4, S5","COMBINED DISTRICT HOSPITAL SANT KABIR NAGAR, Sant Kabir Nagar, UTTAR PRADESH",combineddistrictsantkabirnagar,False,26.74538265421206,83.04683991053327,4.0,121,B,48
49,HOSP9G03411,DISTRICT WOMEN HOSPITAL ETAWAH,UTTAR PRADESH,ETAWAH,9412157128,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S4,"DISTRICT WOMEN HOSPITAL ETAWAH, ETAWAH, UTTAR PRADESH",districtwomenetawah,False,26.780189869593837,78.9983516007533,4.1,173,B,49
50,HOSP9G03555,CHC BHARTHANA,UTTAR PRADESH,ETAWAH,9520440848,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S4,"CHC BHARTHANA, ETAWAH, UTTAR PRADESH",chcbharthana,False,26.620704877722112,79.22657574503245,4.3,95,B,50
51,HOSP9G03584,LOK BANDHU RAJNARAYAN COMBINED HOSPITAL,UTTAR PRADESH,LUCKNOW,9936713782,"M1,M1,M7,M2,S1,S16,S2,S3,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, S1, S16, S2, S3, S4, S5","LOK BANDHU RAJNARAYAN COMBINED HOSPITAL, LUCKNOW, UTTAR PRADESH",lokbandhurajnarayancombined,False,26.824135851049814,80.94322420301737,3.6,60,C,51
52,HOSP9G03690,MANYVAR KANSHIRAM COMBINED HOSPITAL AND TRAUMA CENTER,UTTAR PRADESH,KANPUR NAGAR,9935258600,"M1,M1,M7,M3,S1,S3,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M3, S1, S3, S4, S5","MANYVAR KANSHIRAM COMBINED HOSPITAL AND TRAUMA CENTER, KANPUR NAGAR, UTTAR PRADESH",manyvarkanshiramcombinedandtrauma,False,26.432783232860263,80.25682337542689,3.9,97,B,52
53,HOSP9G03708,Balrampur Hospital Lucknow,UTTAR PRADESH,LUCKNOW,7408404601,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M8,S1,S10,S11,S12,S13,S16,S2,S3,S5,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M2, S8, M7, S7, M8, S1, S10, S11, S12, S13, S16, S2, S3, S5, S9","Balrampur Hospital Lucknow, LUCKNOW, UTTAR PRADESH",balrampurlucknow,False,26.85404650054343,80.9423570092487,3.5,484,C,53
54,HOSP9G03712,Cummunity heath center Jaswantnagar,UTTAR PRADESH,ETAWAH,9927865090,,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,-NA-,"Cummunity heath center Jaswantnagar, ETAWAH, UTTAR PRADESH",cummunityheathjaswantnagar,False,26.717891498762196,79.10409110665864,4.1,493,B,54
55,HOSP9G03729,Veerangana Jhalkari Bai Women Hospital,UTTAR PRADESH,LUCKNOW,7753811010,"M2,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M2, S4","Veerangana Jhalkari Bai Women Hospital, LUCKNOW, UTTAR PRADESH",veeranganajhalkaribaiwomen,False,26.83927160292697,80.91742423912967,4.0,263,B,55
56,HOSP9G03852,District Women Hospital ,UTTAR PRADESH,MEERUT,9410101416,"M3,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M3, S4","District Women Hospital , MEERUT, UTTAR PRADESH",districtwomen,False,28.975577213827307,77.6937593331139,3.8,145,C,56
57,HOSP9G03859,100 Beded Combined Hospital Chhibramau Kannauj,UTTAR PRADESH,KANNAUJ,9452433100,"S3,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S3,"100 Beded Combined Hospital Chhibramau Kannauj, KANNAUJ, UTTAR PRADESH",100bededcombinedchhibramaukannauj,False,26.992091075804453,79.67884062728122,3.9,395,B,57
58,HOSP9G03865,COMBINED DISTRICT HOSPITAL KANNAUJ,UTTAR PRADESH,KANNAUJ,9454455303,"M1,M7,M2,S1,S16,S2,S3,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, S1, S16, S2, S3, S4, S5","COMBINED DISTRICT HOSPITAL KANNAUJ, KANNAUJ, UTTAR PRADESH",combineddistrictkannauj,False,26.98147438400787,79.69736208216241,4.2,476,B,58
59,HOSP9G03931,district hospital male agra,UTTAR PRADESH,AGRA,9458748074,"M1,M1,M7,M2,M5,M8,S1,S16,S2,S3,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, M5, M8, S1, S16, S2, S3, S5, S6","district hospital male agra, AGRA, UTTAR PRADESH",districtmaleagra,False,27.167659489359032,77.98992085686507,3.7,323,C,59
60,HOSP9G04099,District Male Hospital Mahoba,UTTAR PRADESH,MAHOBA,6387967737,,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,-NA-,"District Male Hospital Mahoba, MAHOBA, UTTAR PRADESH",districtmalemahoba,False,25.37318278904503,79.71269139166009,3.7,208,C,60
61,HOSP9G04171,DISTRICT WOMEN HOSPITAL,UTTAR PRADESH,HATHRAS,9719589273,"M1,M7,M2,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, S1, S4","DISTRICT WOMEN HOSPITAL, HATHRAS, UTTAR PRADESH",districtwomen,False,27.569234529241847,78.12635250753453,4.0,325,B,61
62,HOSP9G04196,BAGLA JOINT DISTRICT HOSPITAL,UTTAR PRADESH,HATHRAS,8126313233,"M1,M7,M8,S1,S2,S3,S5,S7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M8, S1, S2, S3, S5, S7","BAGLA JOINT DISTRICT HOSPITAL, HATHRAS, UTTAR PRADESH",baglajointdistrict,False,27.572671918590235,78.12946929108038,4.2,301,B,62
63,HOSP9G04198,DIVISIONAL DISTRICT HOSPITAL AZAMGARH,UTTAR PRADESH,AZAMGARH,6307233823,"M1,M7,M2,S1,S10,S11,S12,S16,S2,S3,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M1, M7, M2, S1, S10, S11, S12, S16, S2, S3, S5","DIVISIONAL DISTRICT HOSPITAL AZAMGARH, AZAMGARH, UTTAR PRADESH",divisionaldistrictazamgarh,False,26.02209632728252,83.03040915828355,4.0,356,B,63
64,HOSP9G04226,District Women Hospital Azamgarh,UTTAR PRADESH,AZAMGARH,9519119720,"M2,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M2, S4","District Women Hospital Azamgarh, AZAMGARH, UTTAR PRADESH",districtwomenazamgarh,False,26.02358528461893,83.02344285560804,3.8,341,C,64
65,HOSP9G04521,District Female Hospital,UTTAR PRADESH,MAHOBA,9415542312,"S7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S7,"District Female Hospital, MAHOBA, UTTAR PRADESH",districtfemale,False,25.3733481912303,79.72396161030687,3.6,440,C,65
66,HOSP9G04553,CHC RATH,UTTAR PRADESH,HAMIRPUR,7985994902,"S7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,S7,"CHC RATH, HAMIRPUR, UTTAR PRADESH",chcrath,False,25.584108416113157,79.57193473570432,3.8,368,C,66
67,HOSP9G04554,District Hospital Pilibhit,UTTAR PRADESH,PILIBHIT,8005192735,"M2,S1,S2,S3,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,,"M2, S1, S2, S3, S5","District Hospital Pilibhit, PILIBHIT, UTTAR PRADESH",districtpilibhit,False,28.632215643429603,79.8026692457057,4.1,394,B,67
